Lat_Deg,Lat_Min,Lat_Sec,Lon_Deg,Lon_Min,Lon_Sec
47,46,30.78,-68,52,28.44
47,4,33.03,-67,32,20.83
47,51,52.45,-67,0,51.19
47,45,34.9,-67,45,32.77
47,10,29.83,-67,12,26.21
47,24,28.98,-66,31,20.49
47,55,21.26,-66,13,53.14
47,0,54.04,-64,50,33.87
47,48,39.85,-65,14,13.27
46,26,26.36,-65,29,47.41
47,38,10.13,-64,49,27.87
46,55,23.13,-67,10,33.12
46,21,15.15,-67,32,17.65
46,25,59.91,-66,56,46.39
46,1,37.01,-66,10,59.42
46,26,46.46,-65,50,6.71
46,58,2.99,-65,48,54.72
46,44,8.49,-64,58,49.62
46,53,6.98,-64,58,53.17
45,52,19.8,-64,19,14.56
45,46,48.58,-64,55,10.69
45,20,57.87,-67,25,18.03
45,34,54.46,-67,21,38.71
44,39,4.1,-66,53,40.52
45,51,25.66,-66,8,28.5
45,5,48.82,-66,39,15.55
45,17,53.31,-66,6,1.58
45,11,13.35,-66,46,30.34
45,38,28.66,-65,43,31.23
45,46,58.88,-65,3,38.92
45,43,0.52,-65,57,11.68
46,52,52.79,-67,16,34.41
45,54,34.81,-66,15,15.93
45,11,32.02,-66,46,0.75
46,53,15.66,-53,41,35.92
46,54,15.12,-55,32,54.79
47,37,1.81,-52,43,6.18
47,45,14.91,-53,29,47.82
47,34,32.03,-54,51,36.3
47,5,4.69,-55,44,58.32
47,35,22.59,-57,35,13.56
47,53,36.04,-59,13,19.41
48,40,15.76,-53,4,37.7
48,38,22.65,-53,52,33
48,50,12.93,-55,31,40.29
48,49,27.03,-56,44,37.76
48,11,7.74,-57,43,29.85
48,13,47.39,-58,50,13.95
49,1,22.92,-53,52,47.89
49,17,40.1,-54,28,38.57
49,15,56.51,-55,23,9.1
49,46,31.37,-56,2,23.67
49,44,15.49,-57,41,44.52
50,58,37.92,-56,5,48.65
50,42,37.25,-57,18,59.76
51,31,18.2,-55,30,20.29
51,38,40.91,-56,8,1.04
53,18,35.82,-60,18,57.18
53,25,38.43,-65,5,13.73
53,27,31.49,-56,48,51.7
53,33,38.89,-63,53,56.34
53,37,39.3,-64,28,19.27
49,20,56.42,-57,32,1.17
51,18,23.1,-56,44,36.53
49,0,27.29,-55,0,36.35
49,28,24.1,-58,7,1.66
42,53,48.52,-71,52,23.91
42,57,2.29,-71,5,15.94
42,48,44.31,-72,10,40.64
43,14,23.57,-70,55,21.33
43,11,9.25,-71,41,11.38
43,12,32.08,-71,18,26.29
43,15,2.04,-71,37,6.92
43,15,6.03,-71,12,6.78
43,22,33.77,-71,45,3.4
43,24,12.91,-71,12,31.81
43,26,0.98,-71,56,4.35
43,57,12.1,-71,18,12.57
43,1,25.55,-72,24,10.9
43,4,18.87,-72,12,43.66
43,15,7.7,-72,11,28.16
44,7,22.81,-71,21,6.02
44,24,19.56,-71,21,44.78
44,10,12.29,-71,43,55.9
44,36,20.06,-71,7,49.07
44,42,8.98,-71,34,10.54
44,53,11.86,-71,15,3.24
45,0,44.23,-71,22,59.28
44,7,12.63,-71,14,18.82
42,57,16.19,-71,5,50.17
44,7,0.91,-71,22,15.96
39,48,4.93,-75,9,42.52
39,23,13.28,-75,21,0.26
39,30,54.13,-75,7,18.33
39,41,53.56,-75,31,42.63
39,59,32.51,-74,14,20.84
39,47,48.74,-74,58,38.29
39,42,46.76,-74,51,7.93
39,58,3.61,-74,52,44.94
39,25,46.13,-74,55,50.87
40,28,26.98,-74,55,24.17
40,5,5.93,-74,17,2.44
40,16,12.54,-74,43,41.27
40,10,34.76,-74,4,20.58
40,30,42.36,-74,56,41.16
40,12,12.93,-74,36,28.45
40,52,56.82,-74,59,57.9
40,50,50.03,-74,7,50.68
41,4,24.86,-74,15,37.88
41,8,35.74,-74,49,9.18
40,40,33,-75,6,31.55
41,19,45.1,-74,44,9.43
40,58,22.59,-74,23,7.81
40,43,47.79,-74,43,23.66
40,41,54.85,-74,23,17.33
40,25,27.73,-74,11,28.01
40,20,50.07,-74,31,4.3
40,4,26.95,-74,35,44.99
39,46,10.7,-74,34,59
39,30,12.56,-74,33,42.46
39,14,39.88,-74,33,48.68
39,3,53.29,-74,55,35.6
39,38,33.64,-74,18,57.05
39,53,0.03,-74,30,7.82
39,41,57.36,-75,31,35.46
39,43,40.89,-74,50,8.63
40,53,37.23,-75,3,20.45
39,3,59.28,-74,55,8.36
39,38,38.63,-74,17,3.62
39,2,5.64,-74,53,23.42
36,45,56.55,-108,6,3.9
36,9,36.52,-107,47,6.28
36,30,34.25,-106,23,38.94
36,5,55.93,-105,48,33.68
36,36,50.86,-104,7,45.86
36,44,4.7,-103,35,24.64
35,46,38.4,-108,4,4.18
35,46,42.88,-107,8,15.16
35,31,28.66,-106,4,36.8
35,34,32.62,-105,33,0.81
35,47,18.58,-104,34,58.35
35,15,6.83,-103,50,38.84
34,39,53.59,-108,29,19.29
34,53,22.7,-107,24,1.55
34,48,43.57,-106,40,42.56
34,3,43.66,-105,49,19.99
34,7,35.26,-104,14,13.52
34,3,59.29,-103,41,30.49
33,54,53,-108,7,59.09
33,45,22.74,-107,25,55.3
33,47,5.42,-106,37,6.43
33,34,46.8,-105,49,32.91
33,8,50.96,-104,47,42.33
33,23,11.26,-103,35,43.52
32,21,23.02,-108,10,45.59
32,20,43.2,-107,50,34.22
32,23,39.48,-106,43,30.99
32,53,43.52,-105,40,42.37
32,42,41.41,-104,32,2.96
32,55,25.71,-103,41,26.77
31,50,37.77,-108,58,3.57
36,36,29.33,-108,55,7.85
36,26,19.27,-107,29,36.92
36,37,28.61,-106,54,45.81
36,24,58.94,-105,18,22.29
36,19,5.5,-104,25,25.85
36,2,5.29,-103,37,33.68
35,18,55.48,-108,53,53.65
35,26,1.14,-107,27,44.33
35,42,48.46,-106,37,26.23
35,41,14.94,-105,21,5.33
35,22,50.95,-104,28,45.6
35,50,23.17,-103,41,57.07
34,27,45.61,-108,47,49.59
34,3,35.35,-107,47,55.82
34,30,21.46,-106,11,1.12
34,2,19.95,-105,9,20.46
34,47,39.87,-104,57,47.41
34,28,6.48,-103,29,33.81
33,38,23.2,-108,48,30.43
33,31,41.51,-107,13,25.64
33,43,27.22,-106,56,9.83
33,41,34.52,-105,4,3.51
33,30,34.69,-104,28,30.9
33,45,38.13,-103,39,35.73
32,24,1.83,-108,43,22.86
32,55,31.11,-107,37,5.32
32,14,4.41,-106,48,9.16
32,34,35.52,-105,35,18.5
32,15,15.47,-104,41,17.53
32,50,4.64,-103,8,16.59
31,56,32.76,-108,19,40.75
31,50,55.93,-107,34,7.38
36,53,41.27,-108,3,14.78
35,16,25.71,-108,7,45.97
35,39,57.13,-104,22,20.04
35,25,43.92,-103,31,45.18
34,52,11.53,-107,15,49.5
34,6,42.72,-106,52,24.06
33,11,27.05,-106,59,38.48
32,33,1.11,-107,29,15.86
32,28,45.72,-103,16,44.94
36,37,1.02,-106,54,17.72
36,54,12.37,-104,26,48.02
34,31,52.85,-108,47,29.61
34,8,9.34,-107,16,27.55
34,2,57.06,-105,9,38.07
36,49,30.01,-108,1,42.54
33,11,54.57,-107,1,39.54
36,47,33.1,-103,58,1.86
40,48,58.13,-72,38,23.12
40,52,36.11,-72,48,2.41
40,54,41.53,-73,24,36.65
40,37,33.16,-73,28,17.42
40,48,47.54,-73,12,52.61
41,13,46.97,-73,38,38.07
41,20,53.41,-73,42,3.42
41,58,5.76,-73,56,42.77
41,45,40.55,-73,59,33.11
41,16,25.07,-74,24,34.22
41,23,4.34,-74,25,23.3
41,49,22.57,-74,0,42.2
41,32,39.68,-74,35,46.07
41,59,12.12,-74,20,17.35
41,27,24.28,-74,30,58.96
42,20,12.01,-73,30,48.41
42,43,1.26,-73,18,7.19
42,16,10.13,-73,59,17.83
42,23,32.69,-73,41,29.01
42,56,24.02,-73,51,56.5
42,21,51.96,-74,11,3.19
42,26,25,-74,10,16.16
42,39,33.95,-74,52,57.68
42,25,29.22,-74,59,19.65
42,39,59.92,-74,24,20.39
42,44,26.28,-74,12,8
42,34,16.6,-74,6,21.78
42,10,5.03,-74,6,40.45
42,33,17.38,-75,8,14.92
42,21,7.08,-75,56,27.55
42,19,18,-75,33,4.38
42,31,13.16,-75,44,54.43
42,1,42.32,-75,48,19.3
42,26,44.9,-75,6,35.82
42,54,43.75,-75,28,31.18
42,24,39.42,-75,36,7.78
42,57,18.83,-76,43,56.87
42,21,17.35,-76,2,34.5
42,12,19.62,-76,11,51.32
42,44,48.25,-76,49,54.47
42,31,40.25,-76,16,8.13
42,48,0.43,-76,56,38.55
42,33,46.15,-76,38,48.24
42,2,52.84,-76,2,50.72
42,12,15.3,-77,57,51.57
42,30,46.74,-77,51,29.24
42,54,14.97,-77,7,22.93
42,47,56.85,-77,16,34.98
42,40,40.43,-77,13,16.69
42,43,8.08,-77,36,36.15
42,58,5.12,-77,33,16.55
42,42,55.92,-77,57,16.18
42,41,43.74,-78,49,13.48
42,58,28.4,-78,45,8.33
42,38,46.5,-78,11,33.11
42,17,19.08,-78,54,14.57
42,36,55.12,-78,22,41.58
42,37,4.19,-78,5,58.88
42,4,2.58,-78,50,34.17
42,29,54.38,-78,14,35.08
42,30,0.06,-79,15,7.32
42,0,22.44,-79,24,7.72
42,30,4.41,-79,2,19.77
43,5,40.42,-78,51,56.78
43,15,5.82,-78,59,57.27
43,9,0.1,-78,6,49.55
43,10,31.31,-77,57,57.97
43,11,16.83,-77,29,40.88
43,17,35.54,-76,40,13.88
43,10,57.86,-76,2,51.5
43,59,42.38,-76,7,26.59
43,34,15.77,-76,5,35.12
43,36,13.82,-75,1,24.41
43,24,15.3,-75,15,35.76
43,27,7.33,-75,54,24.18
43,39,52.27,-75,37,4.23
43,43,6.82,-75,8,2.62
43,27,58.71,-75,2,55.91
43,7,17.58,-75,39,51.5
43,3,39.4,-75,26,14.44
43,39,39.13,-74,28,58.17
43,35,19.82,-74,51,26.88
43,45,0.11,-74,29,49.47
43,53,55.99,-74,14,42.88
43,33,55.15,-74,23,55.17
43,22,38.87,-74,12,57.5
43,43,40.02,-74,47,16.25
43,43,29.69,-74,2,29.15
43,12,42.45,-73,18,0.3
43,15,53.64,-73,25,21.07
43,2,29.82,-73,31,15.6
43,37,52.69,-73,44,11.86
43,32,26.28,-73,46,38.1
44,18,26.09,-75,25,28.88
44,52,34.18,-75,8,30.39
44,42,6.32,-75,28,40.3
44,26,52.02,-75,3,39.44
44,9,10.67,-74,57,4.89
44,38,0.79,-74,30,32.84
44,27,31.13,-74,11,49.6
44,5,36.02,-74,43,30.58
44,32,21.28,-74,46,51.94
44,39,59.95,-74,43,50.47
44,9,34.07,-74,28,38.92
44,57,29.12,-74,27,15.62
44,8,55.42,-73,46,8.93
44,42,25.55,-73,45,30.19
44,55,56.49,-73,53,14.43
44,26,6.81,-73,27,30.62
42,38,1.21,-77,25,16.94
42,5,44.75,-78,35,2.75
44,52,7.55,-73,32,36.04
44,9,34.06,-75,41,12.75
44,14,35.29,-75,23,22.64
42,49,12,-73,43,55.03
42,5,11.34,-74,58,13.69
42,35,53.32,-74,52,58.33
44,33,13.55,-74,29,25.15
41,19,51.77,-73,36,24.25
41,36,28.22,-74,3,25.42
44,7,40.16,-74,39,26.83
33,59,4.99,-78,22,32.88
34,57,16.1,-76,40,11.14
34,9,37.63,-77,56,47.36
34,32,23.26,-78,4,26.89
34,18,7.67,-78,35,29.74
34,28,7.94,-79,12,59.49
35,52,26.62,-75,46,46.21
35,2,22.21,-76,55,52.17
35,44,48.19,-76,59,7.2
35,59,40.27,-77,25,34.32
35,18,49.5,-77,43,7
35,41,30.17,-78,19,18.96
35,25,19.61,-78,3,30.18
35,59,49.35,-79,30,8.03
35,55,20.85,-79,48,38.34
35,43,34.69,-80,57,49.87
35,12,42.65,-80,17,13.9
35,23,40.58,-81,23,14.06
35,58,56.77,-81,55,51.79
35,16,24.25,-82,41,58.59
35,38,40.78,-82,30,35.71
35,32,28.29,-83,42,40.3
36,21,48.29,-76,59,10.22
36,15,6.93,-77,59,44.76
36,3,50.02,-78,29,57.22
36,23,8.13,-79,52,52.18
36,18,14.1,-80,38,14.46
36,9,25.47,-81,5,36.16
36,15,39.33,-75,54,15.17
35,16,23.53,-83,13,26.23
36,1,17.61,-81,53,23.63
33,55,44.84,-78,12,7.34
34,28,53.25,-79,12,45.18
35,50,19.44,-75,54,56.61
35,2,23.65,-76,55,38.67
35,45,14.33,-76,58,8.78
35,23,21.88,-81,38,1.33
35,49,58.21,-81,32,47.39
35,35,31.59,-82,29,7.55
36,28,37.61,-79,51,56.48
36,15,12.81,-75,54,12.53
34,56,35.36,-76,47,52.01
34,46,18.87,-77,36,16.57
34,25,6,-77,46,8.18
34,32,7.94,-78,1,48.49
34,53,21.52,-78,31,23.51
34,49,13.68,-79,52,23.35
35,28,9.46,-76,36,18.83
35,51,37.54,-77,40,59.38
35,5,46.35,-77,19,41.15
35,28,59.22,-78,54,56.89
35,17,39.15,-78,0,29.53
35,11,14.64,-79,20,21.78
35,25,2.61,-79,50,13.45
35,14,51.89,-80,38,43.67
35,56,38.49,-80,35,32.42
35,30,7.54,-81,27,24.55
35,28,8.38,-81,24,23.47
35,47,25.11,-82,41,59.2
35,17,0.84,-82,23,53.39
35,5,47.56,-84,2,23.69
36,15,56.41,-76,51,23.4
36,3,0.55,-77,43,12.8
36,2,1.71,-77,49,4.61
36,18,13.64,-79,43,10.31
36,20,35.05,-80,46,24.2
36,15,37.3,-81,37,9.96
36,15,33.16,-75,54,23.73
36,8,18.77,-76,29,5.63
36,32,49.99,-77,25,40.96
36,25,49.86,-78,26,24.01
36,17,49.49,-79,28,50.07
36,29,33.72,-80,33,21.47
35,10,7.15,-77,14,3.17
35,11,43.22,-79,20,32.99
36,25,30.57,-75,55,48.82
35,5,44.38,-79,28,10.89
35,2,34.06,-77,3,51.18
34,43,23.23,-76,55,15.19
35,17,13.73,-79,53,37.75
36,32,28.13,-76,32,3.94
35,46,20.1,-83,16,50.69
35,25,32.66,-82,38,0.46
35,43,27.13,-82,11,15.65
35,50,25.29,-81,50,53.38
35,2,6.52,-83,12,30.57
35,14,49.28,-83,37,50.99
35,14,38.21,-83,52,54.11
46,9,9.09,-97,40,47.53
46,29,30.58,-97,1,17.98
46,43,41.59,-98,48,51.26
46,21,32.53,-98,41,30.04
46,48,8.71,-99,28,55.04
46,9,12.12,-99,28,54.3
47,51,7.38,-97,36,57.6
47,58,36.18,-97,24,3.15
47,29,14.6,-98,14,1.34
47,10,16.87,-98,29,56.99
47,4,21.38,-99,38,21.85
47,5,57.87,-99,3,31.21
48,45,29.91,-97,15,31.2
48,28,4.86,-97,29,3.17
48,1,8.55,-98,28,6.68
48,17,17.47,-98,43,54.43
48,45,22.02,-99,37,30.63
48,22,43.46,-99,19,58.05
47,16,41.24,-100,34,55.32
46,18,32.56,-100,48,31.89
46,57,47.5,-102,51,52.35
47,30,57.54,-102,37,8.56
48,26,23.93,-101,38,2.2
48,52,56.81,-101,33,15.25
48,7,58.69,-103,8,27.14
48,16,43.32,-102,25,6.91
46,25,16.19,-96,46,9.65
48,24,27.86,-100,39,37.4
46,26,10.65,-101,24,41.09
46,13,52.76,-103,26,32.33
47,22,35.5,-101,55,49
47,13,33.15,-103,22,14.56
47,33,18.54,-103,30,35.09
45,57,8.26,-101,33,24.6
46,45,54.78,-103,59,3.01
46,7,20.46,-102,5,59.2
46,48,43.33,-101,55,35.51
48,34,8.49,-103,6,31.87
48,40,5.18,-102,41,50.64
47,56,29.69,-102,1,40.86
47,42,49.03,-101,31,53.11
47,38,8.3,-100,2,32.68
46,35,50.33,-100,6,7.45
48,53,24.11,-100,13,53
46,43,30.45,-98,48,48.55
46,26,18.35,-101,39,3
46,8,31,-61,21,33.44
47,1,41.49,-60,38,43.47
46,43,0.57,-60,55,52.21
45,35,1.51,-60,44,59.75
45,48,8.55,-60,38,2.05
46,10,56.22,-60,21,51.88
45,23,40.59,-61,49,20.81
45,9,7.08,-61,34,19.47
45,12,51.43,-62,13,29.27
45,41,38.12,-62,9,36.81
45,18,46.09,-63,26,49.18
45,43,24.44,-63,32,18.05
45,25,52.69,-63,42,14.98
45,39,6.49,-63,55,6.83
45,6,53.4,-64,41,19.47
45,59,33,-64,2,58.72
45,49,57.12,-64,14,46.63
44,30,58.36,-63,45,55.76
44,42,55,-63,42,39.54
44,56,53.57,-62,36,48.81
44,51,13.12,-63,33,21.22
44,43,12.73,-64,37,5.47
44,44,52.9,-64,27,49.71
44,34,55.32,-64,28,50.22
44,45,4.33,-65,28,17.3
44,31,29.19,-66,6,49.83
44,7,49.19,-64,14,24.02
44,21,12.09,-65,17,27.97
43,48,38.88,-65,15,52.71
43,25,25.09,-65,38,53.48
45,18,46.85,-63,26,55.42
44,44,35.06,-64,27,28.53
41,33,6.69,-84,24,2.51
41,23,53.63,-84,8,27.73
41,39,38.08,-84,31,9.75
41,2,58.9,-83,0,40.75
41,26,24.79,-83,5,43.79
41,32,32.85,-83,16,32.62
41,12,56.42,-83,43,31.71
41,15,14.99,-82,15,54.45
41,9,34.74,-82,38,53.83
41,9,24.96,-82,48,51.48
41,10,2.29,-81,0,25.46
41,16,10.2,-81,5,17.8
41,28,0.62,-81,4,9.02
41,19,26.15,-81,52,39.55
41,38,9.25,-80,47,4.39
41,19,48.76,-80,59,10.48
40,29,23.82,-84,11,8.97
40,56,56.47,-84,11,42.2
40,5,0.67,-84,10,3.62
40,17,36.37,-84,45,33.46
40,8,15.91,-83,43,50.61
40,41,9.07,-83,43,6.55
40,35,57.91,-83,34,5.53
40,35,6.5,-83,3,32.19
40,16,28.13,-83,20,24.93
40,27,1.14,-82,37,26.16
40,52,13.54,-82,5,19.86
40,5,20.18,-82,56,4.71
40,27,35.4,-82,46,53.03
40,1,35.97,-82,3,58.65
40,36,1.21,-81,10,32.55
40,39,47.46,-81,50,16.13
40,15,32.57,-81,31,3.46
40,9,49.33,-81,48,48.8
40,5,5.44,-81,25,14.46
40,5,34.52,-81,56,36.56
40,15,29.86,-80,45,21.76
40,56,40.01,-80,54,42.44
39,40,15.21,-84,24,38.53
39,18,58.85,-84,43,49.27
39,30,41.44,-84,38,10.47
39,30,9.76,-84,2,54.08
39,21,25.4,-83,50,50.01
39,29,54.24,-83,49,47.43
39,51,1.65,-83,33,2.45
39,41,19.3,-83,49,22.22
39,55,33.12,-83,52,11.36
39,11,49.92,-82,40,46.42
39,20,56.32,-82,10,18
39,10,20.71,-82,53,44.51
39,58,43.28,-82,32,18.67
39,15,32.09,-82,17,58.78
39,24,40.12,-81,21,11.93
39,35,3.72,-81,34,41.12
39,16,18.37,-81,53,22.85
39,54,56.64,-81,41,14.45
38,54,27.98,-83,47,12.76
38,40,11.58,-83,25,48.25
38,53,59.32,-82,47,46.06
38,39,22.06,-82,24,17.32
41,33,59.03,-83,14,19.43
41,9,27.89,-82,28,11.01
41,24,23.98,-82,52,13.86
41,16,56.89,-81,5,55.38
41,17,11.51,-81,57,50.37
40,5,33.05,-84,10,43.13
40,15,1.08,-82,54,24.45
40,18,29.21,-81,35,39.45
40,5,26.71,-81,25,41.23
40,5,35.66,-81,56,0.19
40,54,21.68,-80,32,10.87
39,42,44.25,-84,25,59.35
39,30,38.65,-84,2,49.9
39,33,28.06,-83,50,55.78
39,50,54.73,-83,27,55.28
39,44,5.2,-83,55,35.45
39,35,42.94,-81,34,55.8
38,37,29.44,-82,25,12.91
40,17,40.54,-81,51,44.24
38,41,7.07,-82,37,55.98
38,40,21.63,-83,10,33.13
39,19,50.33,-82,16,7.79
39,24,51.8,-82,48,32.65
39,11,40.27,-82,55,24.83
39,25,59.42,-81,52,10.51
39,13,12.46,-83,12,16.62
40,38,37.21,-82,20,7.05
34,34,4.43,-94,41,35.9
34,45,21.28,-95,46,8.32
34,57,43.9,-95,49,7.33
34,30,41.9,-96,11,9.66
34,27,39.06,-96,50,57.08
34,23,7.71,-97,51,42.36
34,8,52.41,-97,11,33.73
34,11,19.68,-98,32,32.97
34,18,7.98,-98,25,36.3
34,55,46.93,-99,43,58.19
35,49,11,-94,52,53.36
35,10,50.3,-95,38,52.87
35,10,34.57,-95,47,2.23
35,6,33.11,-96,26,24.61
35,43,38.65,-96,7,28.89
35,33,2.56,-97,28,0.95
35,11,8.41,-97,26,16.83
35,3,58.32,-98,8,14.71
35,54,51.78,-98,36,43.11
35,28,50.16,-99,44,20.82
35,16,16.18,-99,52,44.67
36,56,42.4,-94,45,56.14
36,55,12.7,-95,8,47.77
36,25,52.36,-95,49,55.12
36,34,1.19,-96,7,50.89
36,46,22.82,-96,3,20.82
36,14,30.26,-97,36,24.62
36,53,10.99,-97,51,6.83
36,11,57.03,-98,55,11.46
36,39,24.7,-98,59,6.12
36,56,40.47,-99,23,1.83
36,42,48.62,-99,44,40.54
36,36,57.29,-101,15,39.4
36,32,26.48,-102,48,39.79
36,48,8.29,-100,36,45.06
33,57,16.67,-94,33,33.83
34,28,13.69,-94,55,40.26
34,8,36.35,-95,45,8
34,13,56.77,-96,1,42.08
34,24,31.21,-97,27,52.12
34,51,43.87,-98,56,53.52
34,59,15.01,-99,58,16.03
35,13,3.43,-94,28,40.42
35,43,17.39,-95,34,58.41
35,58,43.17,-96,17,32.5
35,46,50.84,-97,41,40.08
35,21,10.34,-98,23,59.11
35,35,40.6,-99,1,18.89
36,20,11.69,-94,40,47.04
36,18,45.52,-95,41,29.82
36,45,3.52,-96,22,9.77
36,33,43.13,-97,37,59.29
36,38,7.86,-98,9,22.74
36,13,21.81,-99,34,53.91
36,30,43.18,-100,20,0.45
36,46,0.99,-101,11,57.85
36,47,33.76,-102,15,22.26
34,35,18.06,-95,21,30.36
34,29,7.19,-97,47,14.03
36,23,5.08,-96,3,16
36,11,5.05,-98,55,16.61
35,22,12.03,-98,23,20.81
34,43,23.61,-94,32,52.26
34,44,4.21,-98,28,42
34,47,55.04,-98,16,43.6
34,42,38.61,-98,24,28.85
34,38,34.33,-98,20,32.49
34,11,13.54,-94,46,12.72
34,23,59.11,-94,39,55.72
42,56,17.92,-79,18,40.37
42,39,1.53,-80,20,26.57
42,51,31.65,-81,21,11.45
42,6,46.5,-82,43,42.57
43,57,59.84,-79,55,56.75
43,33,37.62,-79,45,6.64
43,9,42.78,-80,55,24.06
43,40,36.87,-80,44,20.83
43,50,33.42,-81,43,45.6
43,47,56.91,-81,29,37.89
44,58,40,-75,33,34.81
44,15,42.52,-76,47,36.58
44,47,14.29,-76,14,34.36
44,4,17.74,-77,21,36.23
44,21,11.1,-77,4,56.96
44,12,40.63,-78,23,52.56
44,34,44.62,-78,7,49.26
44,43,4.31,-79,38,43.93
44,20,45.81,-79,11,49.93
44,36,2.58,-80,44,39.58
44,19,31.59,-80,28,10.32
44,18,34.63,-81,13,11.95
45,10,39.08,-74,58,54.6
45,25,59.59,-75,16,56.46
45,34,21.19,-76,52,32.25
45,31,59.27,-77,47,35.56
45,16,57.27,-78,48,24.94
45,12,54.95,-79,47,2.41
42,42,12.87,-82,14,30.6
49,49,43.88,-92,49,27.33
49,52,23.41,-93,9,17.91
48,42,27.91,-91,28,56.64
48,18,50.26,-80,9,2.59
48,14,22.59,-90,3,36.33
48,6,44.3,-89,38,8.37
48,19,4.27,-88,49,36.89
45,43,20.57,-81,48,17.17
45,39,45.47,-80,19,7.47
46,16,59.52,-79,5,10.28
46,7,46.72,-80,28,18.76
46,27,31.14,-81,4,53.72
46,28,1.91,-83,16,3.99
49,28,15.34,-83,56,32.88
48,16,35.44,-79,51,1.54
46,7,59.74,-78,57,9.51
49,18,21.96,-88,18,32.1
47,29,16.13,-79,43,37.31
47,32,18.64,-80,38,7
46,28,42.77,-82,17,45.4
45,17,22.44,-77,28,2.82
45,23,56.26,-78,4,29.62
45,6,59.13,-79,37,2.05
48,51,29.57,-93,31,30.45
49,43,35.99,-94,15,58.77
49,24,42.66,-91,37,18.5
44,10,58.97,-81,35,42.83
45,48,50.36,-82,49,44.03
46,44,18.53,-84,21,2.21
49,55,48.83,-86,29,38.38
49,10,30.66,-85,46,28.23
48,4,18.07,-84,33,35.86
47,17,42.4,-84,27,54.38
49,29,29.62,-81,28,22.88
48,43,54.05,-92,54,11.92
48,41,48.05,-94,10,25.53
49,25,49.73,-82,28,15.37
49,13,55.44,-84,52,19.55
49,40,25.15,-87,39,45.21
48,40,54.82,-85,50,11.43
48,12,21.11,-82,22,38.88
48,37,52.31,-81,38,47.37
47,51,57.97,-83,25,51.21
47,35,1.03,-82,45,41.06
47,28,19.6,-81,50,32.68
48,45,21.33,-86,29,2.33
49,3,26.67,-80,51,44.55
45,28,18.23,-76,35,28.24
44,50,40.08,-76,21,58.71
44,17,18.36,-78,6,31.76
44,19,51.01,-79,11,53.94
44,18,45,-80,18,24.51
49,36,25.87,-92,29,13.27
46,18,24.07,-83,35,34.13
46,54,41.41,-83,25,38.06
46,16,23.04,-83,23,8.69
43,1,26.93,-79,17,26.77
42,49,9.49,-80,53,4.88
42,57,13.07,-81,37,13.01
42,31,57.11,-82,4,3.72
43,52,22.06,-79,58,1.33
43,8,20.99,-80,20,13.7
43,32,12.95,-80,32,42.6
43,22,33.37,-81,9,23.86
43,46,21.88,-81,11,51.41
44,47,27.38,-75,58,41.6
44,32,42.85,-76,40,10.9
44,40,5.61,-76,31,45.55
44,20,10.87,-77,28,27.32
44,52,35.15,-77,51,33.09
44,16,55.47,-77,22,34.43
44,45,39.3,-77,56,36.98
44,44,25.1,-79,22,37.89
44,1,54.92,-79,58,35.05
44,25,32.43,-80,0,17.35
44,3,53.75,-80,32,33.15
45,30,47.94,-74,28,14.81
45,9,8.89,-75,34,58.09
45,28,16.75,-76,7,33.9
45,59,24.67,-77,24,3.61
45,57,39.92,-78,20,29.09
45,42,21.89,-79,24,30.79
49,40,1.98,-92,39,12.84
49,40,13.19,-92,55,16.61
48,45,39.12,-91,19,8.2
48,34,46.99,-80,59,24.46
48,37,16.64,-90,3,54.37
48,17,4.46,-89,42,46.32
48,55,34.38,-88,52,16.97
48,23,35.48,-90,4,35.56
45,32,48.47,-80,23,4.74
46,38,32.98,-79,7,57.15
46,40,23.2,-80,44,46.68
46,47,54.32,-81,36,39.04
46,17,47.18,-81,21,23.65
46,17,9.61,-81,45,18.04
46,44,23.83,-80,18,56.66
46,21,32.16,-80,24,56.42
49,25,45.95,-88,57,31.59
47,59,48.36,-79,46,6.27
47,56,58.19,-80,41,57.13
46,24,20.93,-82,39,21.39
45,4,42.62,-77,42,36.59
45,3,27.45,-78,30,28.99
45,12,42.86,-79,2,6.57
48,41,41.7,-93,13,8.13
49,58,17.7,-94,43,18.32
48,51,7.54,-89,8,44
49,57,16.7,-91,36,49.61
48,58,30.69,-87,6,9.04
48,35,28.31,-85,17,58.98
48,16,42.66,-84,53,23.65
49,44,15.29,-86,57,29.68
49,44,1.31,-85,54,35.39
47,16,15.5,-84,25,43.52
49,46,40.89,-93,57,4.2
49,58,30.38,-92,24,13.8
49,5,16.22,-90,25,14.6
49,31,36.2,-90,45,23.11
49,52,38.48,-90,11,32.98
49,57,4.73,-84,9,19.5
49,42,21.57,-87,18,53.76
49,40,25.75,-89,55,26.74
49,9,6.44,-89,21,0.95
49,50,36.35,-89,10,41.17
49,40,49.68,-87,1,27.56
48,14,5.38,-81,50,6.61
49,26,30.47,-86,10,59.2
49,29,59.89,-85,48,41.84
47,38,36.06,-81,10,51.44
47,45,14.9,-81,40,50.5
49,3,43.32,-84,6,48.47
50,9,37.76,-93,59,43.31
50,7,18.52,-93,13,17.44
50,38,53.65,-93,14,22.92
50,47,50.13,-93,27,47
50,13,18.33,-90,42,13.53
50,4,51.46,-89,9,49.65
50,28,8.82,-88,34,41.2
50,24,23.06,-87,8,20.65
50,8,5.01,-86,33,12.83
