Lat_Deg,Lat_Min,Lat_Sec,Lon_Deg,Lon_Min,Lon_Sec
37,56,31.31,-85,7,26.58
37,49,0.79,-85,58,40.17
37,16,15.61,-86,9,46.01
37,50,13.1,-86,53,11.96
37,39,37.07,-86,18,38.45
37,35,12.32,-86,11,54.4
37,14,51.28,-87,6,58.02
37,36,26.24,-87,51,16.64
37,10,16.54,-87,31,32.87
37,37,22.76,-87,37,44.52
37,22,59.33,-88,21,20.86
38,18,2.39,-85,10,5.96
38,22,30.54,-85,34,47.42
38,42,12.46,-84,51,7.41
38,26,58.36,-84,10,13.7
38,22,38.84,-84,36,44.15
38,2,19.78,-84,4,23.47
38,11,58.94,-84,0,28.2
38,13,5.98,-83,57,48.92
38,30,58.59,-83,5,24.35
38,25,51.16,-82,58,34.63
36,55,20.18,-86,20,13.43
37,45,11.1,-82,51,2.92
37,44,34.15,-83,33,19.22
37,49,32.82,-85,42,40.94
38,23,25.48,-85,11,24.53
38,28,49.38,-83,5,3.93
37,12,40.31,-86,3,52.43
29,41,42.35,-89,53,1.55
29,29,29.49,-89,42,40.33
29,54,36.28,-90,57,27.75
29,41,6.01,-90,2,30.21
29,54,4.73,-91,15,59.58
29,47,2.75,-92,47,23.81
29,51,26.18,-93,10,34.68
30,16,54.07,-89,54,14.53
30,42,52.89,-90,31,7.2
30,53,51.16,-90,15,14.82
30,4,46.17,-91,50,27.1
30,47,47.16,-91,31,36.62
30,39,18.51,-92,26,24.7
30,46,35.11,-92,28,53.45
30,1,7.87,-93,25,41.02
30,50,1.65,-93,19,3.91
31,11,26.63,-91,40,17.76
31,58,31.3,-91,27,6
31,34,13.1,-92,57,34.26
31,30,20.37,-92,17,26.63
31,35,14.32,-93,1,58.51
31,1,57.28,-93,11,19.8
32,44,34.9,-91,42,40.04
32,22,3.61,-91,36,56.57
32,15,5.93,-92,19,19
32,28,37.6,-92,37,0.48
32,4,26.3,-93,59,44.9
32,34,36.44,-93,31,19.36
29,33,27.26,-90,25,30.21
29,47,46.72,-91,42,9.59
29,55,8.68,-92,14,40.7
30,48,56.15,-90,36,47.08
30,16,12.08,-91,27,7.95
30,5,34.45,-92,18,52.07
31,43,6.17,-92,10,43.25
31,33,34.99,-93,30,20.97
32,37,57.97,-91,24,24.62
32,48,44,-92,14,35.73
32,53,1.5,-93,33,30.18
29,41,37.93,-90,59,41.84
29,59,29.77,-91,57,13.02
29,59,59.53,-92,36,25.56
30,16,21.32,-90,56,4.61
30,58,58.44,-91,6,16.96
30,25,13.86,-92,17,2.58
30,24,2.55,-93,10,33.42
31,44,11.16,-91,35,21.9
32,0,54.38,-92,23,45.85
31,27,53.89,-93,39,47.01
32,51,46.65,-91,15,59.51
32,58,44.43,-92,33,0.82
32,6,53.72,-93,15,22
29,41,20.46,-89,58,2
29,15,43.7,-89,58,9.32
29,45,34.64,-90,34,55.61
29,51,40.02,-91,11,45.45
29,46,20.66,-93,1,3.47
29,58,21.23,-93,38,3.39
30,15,7.45,-89,49,32.72
30,40,7.39,-92,16,11.41
30,46,19.69,-92,28,6.97
31,42,48.53,-93,5,9.96
31,11,5.14,-93,30,29.36
32,23,24.75,-92,19,18.43
32,23,3.38,-93,30,25.34
31,33,32.26,-93,30,53.3
32,48,5.45,-92,14,35.71
32,45,26.77,-93,32,41.38
30,22,26.44,-89,55,39.55
30,46,21.27,-92,28,45.94
31,35,14.79,-93,10,56.47
32,34,44.61,-93,25,4.27
32,3,17.41,-92,7,44.23
32,58,15.01,-91,31,39.77
31,59,3.77,-93,26,26.28
31,57,3.41,-92,48,10.89
31,53,19.25,-91,54,23.63
30,9,8.65,-93,35,58.17
30,16,35.52,-92,57,3.1
30,28,18.09,-91,12,32.23
30,34,22.07,-90,3,34.05
29,33,22.34,-92,18,53.37
29,43,4.17,-91,13,50.06
29,49,35.02,-90,53,53.99
30,46,36.54,-92,28,59.03
30,46,16.95,-92,28,46.35
30,54,48.47,-92,25,55.87
30,48,46.18,-92,13,31.87
30,20,48.45,-91,10,12.74
32,17,33.01,-91,26,38.93
30,29,36.04,-91,45,14.62
30,25,22.35,-91,10,22.96
67,14,16.13,-135,20,49.3
67,28,42.51,-134,43,50.76
67,37,51.41,-133,50,22.4
68,13,11.34,-133,18,28.74
62,28,50.95,-114,18,38.96
62,41,23.81,-115,22,19.58
62,32,32.83,-113,50,42.74
61,33,8.46,-117,12,32.38
60,3,53.67,-113,10,34.04
61,22,26.45,-120,52,6.6
60,27,30.33,-123,24,30.79
65,17,17.43,-126,49,2.15
43,15,18.62,-70,40,43.28
43,38,23.69,-70,16,23.71
43,30,50.17,-70,32,22.43
43,9,46.13,-70,43,25.33
43,59,49.37,-69,34,17.5
44,55,41.96,-70,56,53.37
44,36,31.23,-70,57,11.56
44,14,37.47,-70,15,44.13
44,18,28.45,-70,39,11.5
44,53,7.22,-70,26,37.69
44,44,11.81,-70,51,50.04
44,9,30.71,-70,34,40.42
44,19,11.79,-70,19,39.83
44,0,10.88,-69,58,22.79
44,19,6.58,-69,51,46.45
44,41,12.81,-69,12,3.76
44,10,53.91,-69,14,23.47
44,30,26.02,-69,15,14.34
44,59,28.2,-69,27,52.02
44,37,26.23,-69,33,16.46
44,34,28.06,-69,9,55.85
44,50,30.16,-68,58,41.02
44,39,23.49,-68,11,33.44
44,32,36.14,-68,20,38.88
44,25,5.63,-68,47,29.43
44,48,59.78,-68,10,18.18
44,59,43.13,-67,24,4.19
44,43,49.61,-67,56,10.62
44,48,19.65,-67,42,22.51
45,44,0.46,-70,15,33.23
45,14,22.74,-70,11,20.34
45,8,23.95,-70,16,44.09
45,3,18.06,-69,2,14.93
45,54,57.04,-69,2,41.58
45,51,17.88,-69,55,10.35
45,25,4.41,-69,37,10.71
45,1,7,-69,23,53.27
45,27,28.55,-68,20,41.22
45,38,33.64,-68,5,47.69
45,50,57.45,-68,23,44.15
45,36,21.72,-68,30,16.73
45,0,23.33,-68,54,35.95
45,14,47.83,-67,41,14.76
45,19,22.29,-67,46,48.14
45,33,39.06,-67,41,24.63
46,36,40.39,-69,30,18.78
46,25,33.82,-69,13,13.45
46,9,12.8,-68,3,39.38
46,45,10.02,-68,14,24.83
46,10,6.19,-68,53,3.35
46,33,54.12,-68,23,44.35
46,34,30.95,-67,55,26.69
46,54,47.03,-67,56,48.91
47,20,57.21,-68,15,39.32
47,14,20.84,-69,23,44.15
46,33,43.69,-68,46,4.29
46,6,44.13,-69,12,14.46
46,35,16.35,-69,12,58.3
46,18,10.22,-69,57,22.12
47,19,53.33,-69,9,33.93
44,19,24.01,-69,51,8.86
44,7,40.59,-69,15,1.24
44,38,57.06,-69,32,13.71
46,3,2.66,-69,3,40.83
45,23,22.08,-67,44,31.23
46,24,57.12,-69,17,20.64
49,54,0.53,-95,59,23.27
49,43,25.44,-96,43,9.75
49,32,41.03,-97,41,19.71
49,23,20.83,-98,1,43.8
49,3,16.39,-99,14,19.87
49,19,51.18,-100,7,33.37
49,46,14.7,-101,19,38.64
50,25,48.65,-95,42,12.89
50,4,55.57,-96,36,19.2
50,1,25.04,-97,4,52.85
50,44,53.03,-98,13,18.44
50,12,48.85,-99,59,6.87
50,9,15.3,-100,55,36.77
50,18,44.95,-101,3,4
51,28,54.86,-99,9,34.56
51,15,34.01,-100,33,9.6
51,24,54.8,-101,15,6.48
53,42,21.67,-94,26,35.29
52,7,6.41,-101,25,57.15
53,35,59.33,-101,29,36.35
54,35,13.84,-101,21,16.25
54,35,46.28,-100,44,23.81
51,2,4.1,-95,42,27.06
51,4,39.98,-96,46,4.61
50,50,22.27,-97,53,3.1
51,4,17.72,-98,22,39.56
52,22,46.87,-98,54,59.09
52,54,18.78,-99,11,2.2
52,14,34.12,-100,57,51.42
53,0,36.95,-99,15,0.51
53,7,32.21,-100,25,17.55
54,40,55.21,-98,15,19.08
54,22,10.99,-99,4,46.2
55,55,2.67,-97,41,3.28
55,55,42.75,-98,31,36.07
55,52,7.95,-99,20,48.69
55,35,30.8,-94,25,32.02
55,40,48.57,-95,45,49.48
56,9,44.73,-96,47,55.98
56,28,26.45,-99,42,29.85
56,10,48.97,-100,30,46.89
56,55,58.4,-101,50,8.49
58,38,48.8,-93,47,42.59
49,32,19.05,-95,34,42.13
49,22,41.32,-96,51,10.25
49,59,0.05,-97,30,11.95
49,33,31.26,-98,44,33.53
49,3,39.59,-99,50,23.95
49,52,4.71,-100,39,4.69
49,17,49.01,-101,18,14.29
50,37,25.62,-95,27,24.47
50,37,0.26,-96,19,58.8
50,43,50.35,-97,4,19.73
50,3,7.94,-98,26,12.38
50,48,34.13,-99,23,13.48
50,56,51.25,-100,15,37.51
50,30,33.28,-101,13,46.55
51,37,33.72,-100,29,22.44
49,20,10.5,-95,28,23.31
49,37,16.45,-96,12,37.2
49,6,58.6,-97,51,58.38
49,30,19.86,-98,10,29.77
49,20,2,-99,55,36.84
49,28,35.66,-100,43,53.6
50,27,13.43,-96,44,26.88
50,43,10.83,-97,49,1.66
50,8,12.99,-98,36,37.34
50,36,18.81,-99,27,32.98
50,45,30.31,-100,44,28.17
50,5,7.06,-100,17,26.4
39,30,7.5,-79,9,49.52
39,32,2.76,-79,15,51.18
39,26,22.4,-79,8,16.76
39,33,13.15,-78,36,26.46
39,37,53.59,-78,49,29.9
39,39,35.23,-77,51,30.85
39,39,16.9,-77,34,41.85
39,35,29.07,-77,33,30.29
39,43,44.21,-77,20,26.84
38,59,37.3,-77,1,19.5
39,9,10.66,-77,5,48.25
39,6,41.39,-77,0,43.88
39,31,27.7,-77,2,51.49
39,39,37.29,-77,2,17.27
39,44,46.7,-76,58,35.19
39,33,33.58,-76,49,26.38
39,42,47.93,-76,44,58.65
39,21,10.84,-76,49,16.15
39,32,43.8,-76,29,0.79
39,27,48.37,-76,18,0.97
39,9,14.86,-76,33,34.6
39,1,35.61,-76,51,49.8
38,56,21.09,-76,48,1.23
38,43,29.77,-76,49,6.89
38,24,26.2,-76,33,33.85
38,30,5.17,-76,34,45.37
38,10,36.09,-76,34,18.3
38,29,26.29,-76,58,58.19
38,37,9.16,-76,49,42.79
38,38,53.88,-77,5,44.45
38,36,44.55,-77,3,46.56
39,37,19.13,-76,0,49.38
39,31,51.79,-75,55,11.46
39,29,45.73,-75,54,24.88
39,16,52.14,-75,46,14.66
39,16,13.99,-76,9,45.59
39,6,47.2,-76,11,20.13
38,47,25.66,-75,53,37.36
38,53,30.38,-75,56,32.08
38,46,25.08,-76,15,14.47
38,28,12.01,-76,15,4.36
38,16,38.47,-76,10,44.38
38,32,13.63,-76,13,32.5
38,33,6.85,-75,47,29.66
38,18,15.52,-75,34,30.15
38,27,4.48,-75,48,1.1
38,10,50.02,-75,35,13.06
38,14,41.88,-75,15,10.46
38,15,58.37,-75,9,57.53
38,6,59.24,-75,23,37.61
39,40,12.72,-79,9,16.76
39,20,23.63,-79,19,13.86
39,43,52.67,-78,55,16.33
39,38,17.64,-78,29,28.98
39,41,11.78,-78,24,28.8
39,32,8.84,-79,15,15.3
38,59,32.11,-76,57,4.06
39,22,30.45,-77,14,8.44
39,1,47.34,-76,26,20.29
38,58,47.86,-76,39,40.31
38,27,54.02,-76,38,35.37
38,30,45.86,-76,34,15.59
38,18,29.81,-75,34,8.26
38,13,50.23,-75,9,44.25
38,5,18.43,-75,31,38.38
39,22,22.25,-75,58,55.37
39,42,15.46,-76,12,8.96
39,36,19.94,-75,49,57.53
41,46,30.01,-70,10,43.72
41,20,47.02,-70,41,47.85
41,44,57.13,-70,46,56.52
41,58,41.15,-70,3,25.42
41,56,56.49,-71,5,33.84
42,5,49.81,-70,52,9.74
42,49,28.28,-70,49,10.56
42,26,7.72,-71,26,45.73
42,31,34.63,-71,31,21.79
42,9,26.3,-71,54,22.28
42,0,9.48,-71,7,56.88
42,28,11.04,-71,53,13.55
42,39,0.15,-71,38,25.65
42,16,57.68,-72,21,54.53
42,13,49.81,-72,28,59.38
42,23,28.04,-72,6,1.27
42,37,21.09,-72,17,34.68
42,28,54.75,-72,54,39.81
42,21,0.47,-72,51,35.36
42,36,10.98,-73,11,18.81
42,25,13.33,-73,11,28.5
42,6,45.8,-73,25,14.61
41,21,30.59,-70,47,41.4
42,22,30.28,-71,52,9.39
42,37,47.55,-71,6,46.64
42,32,28.18,-73,18,29.37
42,29,53.22,-72,8,3.99
41,57,31.97,-70,0,4.66
46,52,48.83,-89,18,5.16
46,40,54.78,-89,29,15.71
46,28,6.05,-89,44,54.9
47,7,41.38,-88,21,48.86
46,32,53.82,-88,17,12.17
46,40,32.9,-88,14,48.98
46,6,25.12,-88,10,2.07
46,15,34.94,-88,45,41.89
46,17,37.39,-87,6,7.66
46,17,31.54,-87,43,14.71
46,28,59.6,-87,51,35.55
45,39,18.88,-87,27,30.21
45,40,36.28,-87,34,57.95
46,23,41.94,-86,24,18.66
46,14,36.01,-86,13,43.79
45,55,29.32,-86,41,42.75
44,26,48.37,-86,7,20.08
43,53,39.76,-86,14,4.93
43,26,52.79,-86,15,16.43
42,4,31.99,-86,2,35.96
42,31,15.43,-86,8,55.43
41,53,34.42,-86,33,26.48
46,42,32.46,-85,38,27.78
46,44,14.56,-85,13,58.27
46,10,17.76,-85,25,44.13
45,3,26.48,-85,10,36.76
44,17,43.36,-85,8,48.37
44,7,13.24,-85,49,39.77
44,48,15.74,-85,21,30.75
44,47,53.5,-85,48,11.83
43,42,3,-85,26,46.75
42,36,37.47,-85,8,34.89
43,3,5.66,-85,53,57.69
43,6,13.94,-85,12,40.18
42,15,10.26,-85,25,35.34
42,5,40.54,-85,43,17.79
42,36,18.76,-85,50,6.25
43,36,36.25,-85,8,5.79
41,58,10.49,-85,46,58.32
46,20,43.48,-84,47,4.24
46,13,8.87,-84,21,56.71
45,38,26.05,-84,36,8.96
45,16,20.55,-84,59,20.56
45,6,29.43,-84,0,50.27
44,6,25.51,-84,34,0.81
44,45,18.45,-84,52,11.36
44,50,12.05,-84,13,36.21
44,3,15.8,-84,29,1.71
43,21,1.46,-84,7,33.8
43,43,43.53,-84,28,25.3
43,11,23.98,-84,31,46.4
43,7,25.87,-84,27,9.85
42,46,19.17,-84,11,59.92
42,38,21.53,-84,32,28.01
42,6,43.29,-84,48,18.4
42,35,27.45,-84,11,31.12
41,46,9.33,-83,59,1.86
41,49,17.94,-84,25,35.26
45,10,35.14,-83,30,40.9
44,56,48.54,-83,44,25.35
44,23,44.55,-83,41,27.22
44,51,0.45,-83,37,35.59
43,21,4.29,-83,26,39.03
43,45,29.27,-83,14,59.12
43,14,57.26,-83,15,14.17
42,28,27.73,-83,40,17.75
42,30,47.88,-83,51,37.98
42,42,11.42,-83,22,4.43
42,24,54.12,-83,3,47.12
43,29,44.18,-82,38,41.84
43,40,42.28,-82,55,22.47
42,48,4.25,-82,38,10.53
42,39,17.86,-82,55,45.84
44,15,44.22,-85,45,0.28
44,47,0.71,-85,48,7.52
43,42,29.21,-85,26,38.45
44,51,34.28,-83,36,29.25
43,14,57.27,-83,15,10
42,45,19.4,-83,10,7.82
42,28,4.4,-83,51,12.05
42,42,46.15,-83,22,1.34
42,46,52.3,-82,33,10.65
44,47,48.65,-85,44,21.29
43,42,13.85,-85,24,12.16
46,11,42.65,-89,4,22.7
46,14,32.59,-84,44,34.27
46,28,53.67,-85,4,6.38
46,20,27.96,-84,49,20.66
41,47,56.22,-86,44,22.61
46,28,9.16,-86,7,19.97
42,37,52.55,-86,4,55.89
46,30,44.09,-88,44,4.28
42,21,16.63,-85,44,4.14
42,34,51.34,-85,27,11.2
43,49,23.63,-91,42,53.19
43,54,47.86,-92,8,55.99
43,49,22.71,-93,30,45.41
43,46,46.86,-94,17,21.58
43,56,57.8,-95,59,11.81
43,35,17.52,-96,11,59.31
44,13,39.84,-92,16,26.9
44,39,17.51,-93,20,10.94
44,58,4.2,-93,28,7.37
44,38,56.04,-94,1,23.17
44,18,27.23,-94,18,25.67
44,32,58.91,-95,16,24.46
44,58,43.77,-95,27,54.15
44,59,19.48,-96,5,38.66
45,34,44.84,-93,30,28.85
45,8,43.6,-93,28,34.39
45,10,2.73,-94,12,32.11
45,42,18.91,-94,17,16.76
45,10,45.76,-95,46,51.63
45,1,34.61,-95,25,37.19
45,33,51.25,-96,6,40.5
46,42,6.92,-92,38,45.77
46,15,42.36,-93,48,11.58
46,23,53.83,-93,36,54.58
46,48,43.05,-94,30,38.19
46,44,56.66,-94,18,16.34
46,27,1.81,-95,58,17.85
46,45,25.46,-95,28,31.54
46,55,6.02,-96,37,47.1
46,5,3.03,-96,28,4.92
47,51,1.25,-89,55,25.27
47,44,12.57,-90,41,50.61
47,41,42.85,-91,30,24.82
47,4,23.05,-91,48,19.66
47,6,17.52,-92,59,1.97
47,36,22.21,-92,59,14.44
47,20,47.41,-93,38,6.46
47,37,41.67,-93,14,42.77
47,19,44.66,-94,18,48.95
47,37,12.95,-94,51,54.15
47,46,2.11,-95,50,38.53
47,48,55.97,-95,9,47.14
47,31,26.25,-96,38,44.3
47,55,45.26,-96,19,3.62
48,17,34.61,-92,33,3.88
48,17,23.27,-93,31,4.64
48,58,34.91,-94,59,42.98
48,16,25.54,-94,30,28.74
48,5,20.42,-95,37,46.92
48,18,57.1,-95,34,25.76
48,44,21.96,-96,4,45.3
48,49,48.56,-96,32,57.93
43,30,2.51,-91,19,20.97
43,35,11.94,-92,30,11.96
43,39,57.46,-93,1,4.29
43,34,59.91,-94,20,4.96
43,34,7.74,-95,46,8.15
44,35,43.96,-92,33,45.73
44,32,24.62,-93,44,26.89
44,35,19.53,-94,54,24.46
44,17,33.57,-95,37,44.11
44,8,54.8,-96,12,27.46
45,54,23.41,-93,4,22.35
45,16,54.74,-94,52,11.95
45,33,35.73,-95,10,6.08
45,35,52.84,-96,6,31.19
46,36,59.59,-92,42,53.72
46,25,25.66,-93,8,24.11
46,26,9.16,-94,6,0.01
46,6,27.65,-95,52,58.38
47,45,20.6,-90,55,23.78
47,29,27.79,-91,18,0.18
47,46,43.46,-92,2,58.98
47,48,55.57,-93,50,33.71
47,37,27.69,-94,8,49.52
47,25,3.96,-95,36,17.53
47,24,29.48,-96,39,35.87
48,21,34.39,-92,33,18.73
48,9,41,-93,19,20.61
48,26,10,-94,56,57.53
48,46,19.4,-95,32,8.88
48,44,41.84,-96,16,23.78
47,23,42.3,-94,15,31.55
47,37,5.2,-94,51,47.17
48,9,1.36,-93,19,58.91
45,28,28.78,-93,42,11.76
46,58,7.56,-95,43,55.64
44,3,5.93,-92,0,37.07
45,16,0.7,-96,26,27.94
31,11,51.91,-91,29,4.36
31,27,26.09,-91,22,41.15
34,30,10.43,-90,28,44.11
34,49,33.46,-90,28,6.06
33,10,35.05,-90,8,52.77
32,49,3.93,-90,10,9.81
33,13,9.27,-90,42,14.95
32,5,59.63,-90,35,45.87
31,29,43.54,-90,36,9.13
31,42,26.03,-90,54,31.75
34,59,54.46,-89,48,26.39
34,44,8.62,-89,49,58.96
33,39,56.02,-89,23,19.82
33,38,5.41,-89,53,51.87
32,20,31.43,-89,28,38.4
32,33,55.6,-89,8,13.31
31,37,35.65,-89,49,33.05
31,8,50.29,-89,47,6.31
30,56,27.27,-89,31,44.47
30,42,40.87,-89,48,34.07
34,58,36.29,-88,32,17.74
34,18,30.37,-88,36,56.42
33,9,22.18,-88,38,41.11
32,48,59.18,-88,30,30.04
33,52,43.62,-88,39,4.39
32,29,1.37,-88,56,18.8
31,14,9.93,-88,47,0.23
31,40,1.76,-88,31,21.42
30,24,26.34,-88,39,18.4
30,44,53.19,-88,43,13.32
31,11,22.47,-91,29,24.37
34,25,58.22,-90,29,0.93
33,42,46.4,-89,22,7.99
30,35,3.91,-89,26,9.43
30,31,4.77,-88,45,34.53
30,39,24.19,-88,47,16.41
31,22,47.51,-91,12,47.43
32,0,18.71,-89,14,38.68
32,28,1.4,-88,47,24.46
32,39,2.95,-90,44,28.45
33,46,35.1,-90,8,24.52
33,59,39.84,-90,11,12.96
33,47,53.51,-89,36,29.05
36,49,6.35,-89,15,7.95
36,36,22.3,-90,44,21.01
36,51,7.65,-91,41,32.32
36,52,57.2,-92,32,43.53
36,39,48.66,-93,54,14.1
36,34,46.84,-94,14,52.27
37,18,32.31,-89,31,41.43
37,15,31.75,-90,27,50.81
37,36,9.99,-90,46,14.61
37,22,52.34,-91,35,39.81
37,54,30.13,-91,27,23.81
37,45,27.33,-92,3,42.59
37,31,16.52,-92,54,25.73
37,27,46.44,-93,31,43.28
37,45,26.95,-93,51,32.96
37,9,56.91,-94,7,42.6
38,31,29.44,-90,59,23.67
38,5,53.64,-91,59,18.71
38,55,23.73,-91,36,32.27
38,17,28.29,-92,51,39.1
38,34,58.99,-92,27,28.24
38,27,29.91,-93,13,57.83
38,12,35.06,-93,51,51.51
38,58,28.81,-94,7,14.65
39,39,39.65,-91,29,27.36
39,44,21.58,-91,43,48.39
39,27,36.12,-92,11,19.65
39,26,47.15,-92,33,52.09
39,20,44.73,-93,48,44.99
39,24,49.94,-93,45,24.28
39,44,8.73,-94,4,25.34
39,39,2.13,-94,40,2.09
40,28,19.66,-91,43,59.4
40,4,54.07,-92,30,27.67
40,5,14.65,-93,34,11.43
40,5,6.95,-94,51,51.09
40,28,44.69,-95,14,7.22
36,57,50.04,-90,33,35.3
36,44,11.46,-91,0,22.83
36,39,57.21,-92,57,45.18
36,53,21.25,-93,24,35.43
37,14,44.82,-89,48,37.52
37,40,35.18,-90,5,51.65
37,31,7.3,-91,1,51.76
37,20,46.83,-92,50,2.41
38,21,41.71,-91,48,21.28
38,9,33.56,-92,36,9.67
39,6,53.73,-91,8,53.91
39,47,42.92,-93,8,21.81
39,24,42.48,-94,30,28.26
40,10,56.48,-92,30,12.94
40,6,6.94,-94,9,49.59
40,2,35.9,-95,7,22.16
37,36,14.92,-90,38,7.22
38,29,48.09,-90,57,49.24
38,27,19.53,-93,13,59.01
38,58,20.49,-94,5,18.45
39,25,35.08,-91,18,40.29
39,24,41.05,-93,45,29.91
39,44,46.71,-94,4,20.38
40,5,7.54,-94,51,24.96
40,27,52.95,-95,20,16.34
38,23,56.82,-90,54,45.34
38,23,30.05,-90,54,34.53
48,22,33.98,-115,1,49.3
48,7,8.51,-114,28,31.55
48,47,39.96,-113,26,18.1
48,50,25.09,-112,15,58.59
48,52,4.96,-111,38,42.57
48,3,28.9,-110,21,52.77
48,20,24.53,-109,6,2.75
48,25,53.87,-108,43,46.16
48,11,52.17,-107,58,7.77
48,11,44.97,-106,32,55.71
48,5,40.95,-105,59,33.05
48,50,54.71,-104,51,33.29
47,22,7.67,-115,9,56.62
47,42,13.52,-114,10,1
47,10,27.35,-113,55,15.28
47,19,4.03,-112,25,29.48
47,29,51.74,-111,17,38.9
47,31,50.34,-110,54,15.96
47,45,30.79,-109,26,6.21
47,21,36.39,-108,57,31.72
47,33,1.43,-107,19,6.31
47,52,43.89,-106,58,19.75
47,36,2.03,-105,44,8.63
47,26,36.06,-104,8,33.34
46,55,24.33,-114,22,53.76
46,42,22.9,-113,39,4.47
46,38,5.97,-112,31,23.38
46,7,29.18,-111,53,18.19
46,20,1.23,-110,3,3.33
46,9,28.5,-109,39,57.13
46,49,53.48,-108,7,28.91
46,34,26.42,-107,8,17.36
46,15,36.07,-106,41,9.89
46,31,36.5,-105,7,41.34
46,7,20.98,-104,28,39.8
45,51,56.43,-113,58,45.94
45,17,37.48,-112,35,41.23
45,53,35.42,-111,48,42.44
45,34,39.11,-110,50,14.67
45,42,7.13,-109,27,54.44
45,33,50.63,-108,44,13.06
45,25,49.79,-107,40,37.44
45,49,58.48,-106,28,54.07
45,59,6.19,-105,28,56.07
45,14,2.83,-104,23,57.3
44,38,6.31,-112,3,19.44
44,37,34.68,-111,32,20.15
47,39,33.24,-115,12,33.14
47,2,5.74,-114,22,12.75
47,39,36.56,-114,8,32.33
46,53,28.43,-114,47,55.75
46,3,53.39,-113,49,22.46
45,45,53.47,-114,27,13.3
45,31,44.01,-113,5,17.67
44,34,6.56,-112,43,48.22
47,49,13.75,-115,32,14.67
45,25,34.04,-112,39,39.04
46,1,38.51,-113,50,56.91
48,46,4.78,-114,16,49.07
48,44,43.41,-113,44,52.92
46,17,19.19,-114,14,56.6
46,37,41.78,-113,52,44.39
46,44,40.39,-113,35,2.81
46,42,50.03,-113,12,55.77
46,55,37.85,-113,24,47.18
46,53,39.07,-113,22,21.25
45,15,19.17,-108,39,48.98
46,12,4.8,-108,28,55.87
40,33,47.53,-95,51,12.85
40,27,45.69,-96,6,53.34
40,4,6.24,-96,24,29.11
40,13,30.87,-97,33,27.01
40,53,44.79,-97,9,1.55
40,37,8.24,-98,40,29.2
40,38,49.74,-98,50,13.79
40,56,9.91,-99,31,19.37
40,18,22.45,-99,58,36.25
40,11,33.7,-100,15,11.61
40,0,25.25,-101,11,54.53
41,10,35.89,-96,4,56.82
41,21,17.71,-96,5,22.07
41,10,14.87,-97,21,21.76
41,29,4.95,-97,12,25.46
41,55,11.78,-98,39,51.21
41,53,53.24,-98,2,36.64
41,49,59.43,-99,35,43.76
41,7,3.73,-99,41,23.17
41,8,3.22,-101,16,15.45
41,20,4.68,-102,58,21.2
42,11,43.2,-96,44,19.42
42,42,51.18,-97,57,37.06
42,12,53.98,-97,9,40.12
42,46,0.61,-98,36,52.5
42,39,40.6,-98,42,30.84
42,1,6.64,-99,16,7.28
42,28,27.43,-99,44,32.93
42,16,15.97,-101,41,16.46
42,15,16.52,-103,47,43.64
42,30,16.93,-100,43,8.47
41,10,23.83,-100,4,45.87
41,14,32.2,-103,43,24.12
42,44,41.03,-102,13,36.62
40,59,20.77,-100,29,43.92
40,5,49.14,-101,44,32.76
41,44,39.16,-100,45,35.21
41,27,57.39,-101,43,48.16
41,43,26.84,-102,30,30.6
41,47,10,-103,59,40.04
42,15,5.17,-100,47,22.69
42,13,9.54,-101,2,32.1
42,15,55.33,-102,53,29.99
42,39,1.28,-103,28,13.65
41,57,18.61,-98,44,38.34
41,17,36.4,-99,32,35.99
42,55,16.73,-103,52,26.12
42,45,23.59,-102,54,1.07
41,27,42.96,-119,48,59.46
41,27,16.62,-118,47,51.5
41,55,55.42,-117,8,10.07
41,18,20.86,-116,29,51.61
41,4,15.5,-115,52,10.09
41,55,57.92,-114,13,55.16
40,21,10.62,-119,47,49.6
40,30,43.31,-118,21,27.35
40,15,57.11,-117,22,13.86
40,1,19.66,-116,38,48.62
40,4,15.02,-115,37,38
40,22,23.24,-114,51,52.49
39,46,33.76,-119,35,17.47
39,15,35.09,-118,24,41.15
39,10,16.07,-117,21,54.42
39,33,31.81,-116,27,7.83
39,22,15.35,-115,21,35.84
39,11,58.51,-114,29,31.78
38,57,0.28,-119,44,6.51
38,35,50.48,-118,28,5.03
38,52,37.71,-117,10,55.37
38,52,21.78,-116,23,17.53
38,12,11.25,-115,27,16.02
38,47,38.09,-114,33,7.99
37,43,18,-117,33,13.98
37,36,45.87,-115,3,5.91
37,41,11.96,-114,43,10.31
36,54,30.47,-116,46,48.61
36,59,18.76,-115,16,0.06
36,29,59.27,-114,44,42.27
35,47,51.1,-115,11,30.65
35,43,10.66,-114,42,17.21
41,56,35.6,-115,25,57.58
40,22,29.06,-115,38,11.17
39,58,4,-119,21,59.42
41,51,10.14,-119,40,33.27
41,25,52.98,-117,27,49.77
40,20,28.2,-118,19,57.33
39,24,10.77,-118,43,9.21
38,38,55.98,-118,46,41.03
38,53,59.19,-117,11,32.28
36,47,51.36,-115,17,56.58
39,9,16.49,-114,48,22.74
41,48,17.95,-115,57,19.36
41,36,45.45,-119,19,23.09
39,18,26.6,-119,16,22.51
39,13,16.25,-117,6,27.81
36,29,4.09,-116,20,33.01
41,46,29.96,-119,7,49.2
37,30,20.79,-114,35,0.65
47,34,26.16,-68,15,44.36
47,16,28.73,-68,42,40.01
